110	1481
112	831
114	1119
116	1700
118	1057
120	1614
122	1319
124	2099
126	1857
128	2513
130	2988
132	3136
134	3577
136	2756
138	3093
140	3335
142	2719
144	3586
146	3212
148	3953
150	4484
152	3874
154	3953
156	4388
158	4564
160	6398
162	6957
164	5523
166	6674
168	6236
170	5245
172	7514
174	8342
176	7012
178	7325
180	8556
182	9431
184	9403
186	10123
188	10558
190	12151
192	13216
194	11666
196	10493
198	13315
200	13432
202	13819
204	14588
206	17460
208	14011
210	16703
212	16895
214	15604
216	20956
218	20195
220	17910
222	18098
224	17047
226	20207
228	20543
230	21957
232	24048
234	22265
236	26636
238	30103
240	28968
242	29304
244	26735
246	34005
248	33224
250	31912
252	31801
254	34914
256	34789
258	36998
260	36179
262	31680
264	40846
266	41697
268	38115
270	43548
272	38353
274	47036
276	48555
278	49568
280	43630
282	51955
284	47381
286	50054
288	60356
290	53639
292	55388
294	60417
296	70796
298	55453
300	59129
302	60590
304	72169
306	62267
308	59571
310	73390
312	70480
314	69652
316	61064
318	71363
320	82829
322	74528
324	82451
326	85437
328	79646
330	92985
332	87511
334	86856
336	89761
338	79287
340	98769
342	94378
344	104326
346	111053
348	107260
350	107006
352	104891
354	122045
356	116139
358	121115
360	128106
362	126579
364	124597
366	121896
368	120484
370	134011
372	135097
374	133994
376	139837
378	125542
380	152802
382	158504
384	149639
386	153428
388	146499
390	161433
392	147807
394	158904
396	176905
398	177863
400	157012
402	160309
404	182172
406	178560
408	180301
410	188916
412	205251
414	207764
416	201937
418	188211
420	178772
422	197231
424	208747
426	232647
428	212952
430	237679
432	222324
434	226936
436	212701
438	239852
440	242036
442	238698
444	255126
446	237567
448	245726
450	238017
452	235272
454	248937
456	256722
458	271831
460	288061
462	263985
464	291831
466	290186
468	289612
470	304027
472	288877
474	276673
476	289656
478	307554
480	297817
482	323901
484	342931
486	359396
488	323887
490	326441
492	356177
494	360779
496	341658
498	356747
500	351718
502	370878
504	373060
506	397979
508	366867
510	367444
512	360344
