30	241
32	203
34	313
36	266
38	144
40	221
42	171
44	355
46	199
48	311
50	340
52	419
54	688
56	550
58	740
60	864
62	975
64	680
66	1319
68	1169
70	1120
72	935
74	1425
76	1592
78	1407
80	1591
82	2094
84	2098
86	2344
88	2537
90	2317
92	2679
94	3003
96	2619
98	3173
100	3445
102	3075
104	2943
106	3651
108	3872
110	3757
112	3499
114	3583
116	4084
118	4200
120	5021
122	4439
124	4824
126	5325
128	5626
130	6222
132	7036
134	6067
136	7087
138	8132
140	8894
142	8461
144	8389
146	9206
148	9864
150	10576
152	9854
154	12035
156	10728
158	13848
160	12751
162	12252
164	14152
166	12049
168	12970
170	13175
172	13812
174	14460
176	17389
178	17729
180	18733
182	18895
184	20522
186	18199
188	17836
190	20353
192	22447
194	21347
196	23607
198	25196
200	23461
202	23866
204	26928
206	27853
208	26061
210	23248
212	29656
214	33439
216	31031
218	29381
220	35193
222	36721
224	34560
226	37613
228	39278
230	37180
232	36571
234	37281
236	38388
238	41034
240	47417
242	37394
244	44433
246	46294
248	48209
250	46470
252	51313
254	52795
256	54400
258	51013
260	55567
262	60145
264	63542
266	63070
268	57956
270	70440
272	61130
274	61119
276	63686
278	76189
280	63228
282	71414
284	67392
286	79632
288	76426
290	72755
292	80100
294	90671
296	76815
298	79178
300	85556
302	85160
304	84904
306	91557
308	91605
310	96986
312	92554
314	82360
316	101331
318	99274
320	105286
322	108900
324	110618
326	115333
328	110963
330	116639
332	121834
334	117124
336	131570
338	139574
340	134845
342	124536
344	126213
346	141085
348	126035
350	141751
352	136068
354	133371
356	143575
358	145370
360	142994
362	143505
364	169218
366	153417
368	150332
370	157865
372	171921
374	168246
376	169716
378	173479
380	187572
382	176981
384	187373
386	205952
388	194699
390	196902
392	186657
394	198124
396	213103
398	191951
400	213706
402	205924
404	225484
406	218887
408	218614
410	225789
412	233105
414	249855
416	234084
418	245623
420	245094
422	251448
424	246704
426	264376
428	242443
430	252469
432	282736
434	274431
436	267877
438	269465
440	274664
442	285456
444	290063
446	312528
448	335731
450	306629
452	306914
454	319516
456	306849
458	329159
460	365338
462	343868
464	312742
466	374522
468	334263
470	338451
472	372131
474	379809
476	381251
478	359962
480	394859
482	374156
484	364251
486	381019
488	370466
490	412086
492	423417
494	390370
496	404104
498	408403
500	422140
502	448121
504	404516
506	448328
508	463475
510	420218
512	472984
